"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water depth (m)","Penetration DSF (m)","Cored interval (m)","Recovered length (m)","Recovery (%)","Drilled interval (m)","Drilled interval (no.)","Total cores (no.)","APC cores (no.)","HLAPC cores (no.)","XCB cores (no.)","RCB cores (no.)","Other cores (no.)","Date started (UTC)","Date finished (UTC)","Time on hole (days)","Comments","Latitude","Longitude","program"
"167","1020","D",41.008,-126.434,NA,156.2,156.2,163.74,104.83,NA,0,17,17,0,0,0,0,"1996-06-05 14:42:00","1996-06-05 14:42:00",0,NA,"41 .48 N","126 26.04 W","ODP"
"167","1021","A",39.0875,-127.783,NA,9.5,9.5,9.86,103.79,NA,0,1,1,0,0,0,0,"1996-06-07 03:35:00","1996-06-07 03:35:00",0,NA,"39 5.25 N","127 46.98 W","ODP"
"167","1021","B",39.0875,-127.783,NA,310.2,310.2,311.62,100.46,NA,0,33,18,0,15,0,0,"1996-06-07 04:39:00","1996-06-07 04:39:00",0,NA,"39 5.25 N","127 46.98 W","ODP"
"167","1021","C",39.0874,-127.783,NA,164.1,164.1,170.39,103.83,NA,0,18,18,0,0,0,0,"1996-06-08 23:20:00","1996-06-08 23:20:00",0,NA,"39 5.244 N","127 46.98 W","ODP"
"167","1021","D",39.0873,-127.783,NA,138.5,138.5,143.84,103.86,NA,0,15,15,0,0,0,0,"1996-06-09 21:05:00","1996-06-09 21:05:00",0,NA,"39 5.238 N","127 46.98 W","ODP"
"167","1022","A",40.0808,-125.342,NA,166,166,171.57,103.36,NA,0,18,18,0,0,0,0,"1996-06-11 17:41:00","1996-06-11 17:41:00",0,NA,"40 4.848 N","125 20.52 W","ODP"
"167","1022","B",40.0808,-125.342,NA,101.2,101.2,105.69,104.44,NA,0,11,11,0,0,0,0,"1996-06-12 09:34:00","1996-06-12 09:34:00",0,NA,"40 4.848 N","125 20.52 W","ODP"
"167","1022","C",40.0807,-125.342,NA,387.7,387.7,378.85,97.72,NA,0,42,17,0,25,0,0,"1996-06-12 18:42:00","1996-06-12 18:42:00",0,NA,"40 4.842 N","125 20.52 W","ODP"
"168","1023","A",47.9173,-128.792,NA,194.5,194.5,193.05,99.25,NA,0,22,14,0,8,0,0,"1996-06-17 21:35:00","1996-06-17 21:35:00",0,NA,"47 55.038 N","128 47.52 W","ODP"
"168","1024","A",47.9087,-128.749,NA,9.2,9.2,9.19,99.89,NA,0,1,1,0,0,0,0,"1996-07-14 01:18:00","1996-07-14 01:18:00",0,NA,"47 54.522 N","128 44.94 W","ODP"
"168","1024","B",47.9046,-128.752,NA,169.6,169.6,170.11,100.3,NA,0,18,13,0,5,0,0,"1996-07-14 01:19:00","1996-07-14 01:19:00",0,NA,"47 54.276 N","128 45.12 W","ODP"
"168","1024","C",47.9089,-128.75,NA,2,2,0.12,6,NA,0,1,0,0,0,1,0,"1996-07-24 20:44:00","1996-07-24 20:44:00",0,NA,"47 54.534 N","128 45 W","ODP"
"168","1025","A",47.8875,-128.648,NA,6.3,6.3,6.34,100.63,NA,0,1,1,0,0,0,0,"1996-07-14 01:22:00","1996-07-14 01:22:00",0,NA,"47 53.25 N","128 38.88 W","ODP"
"168","1025","B",47.8833,-128.65,NA,99.5,99.5,90.98,91.44,NA,0,11,8,0,3,0,0,"1996-07-14 01:23:00","1996-07-14 01:23:00",0,NA,"47 52.998 N","128 39 W","ODP"
"168","1025","C",47.8875,-128.648,NA,41.1,41.1,15.16,36.89,NA,0,5,0,0,0,5,0,"1996-07-14 01:29:00","1996-07-14 01:29:00",0,NA,"47 53.25 N","128 38.88 W","ODP"
"168","1026","A",47.7626,-127.759,NA,101.4,101.4,105.57,104.11,NA,0,12,12,0,0,0,0,"1996-07-14 01:14:00","1996-07-14 01:14:00",0,NA,"47 45.756 N","127 45.54 W","ODP"
"168","1026","B",47.7627,-127.759,NA,39.2,39.2,1.95,4.97,NA,0,5,0,0,0,5,0,"1996-07-13 23:19:00","1996-07-13 23:19:00",0,NA,"47 45.762 N","127 45.54 W","ODP"
"168","1026","C",47.771,-127.753,NA,163.6,163.6,49.77,30.42,NA,0,17,0,0,0,17,0,"1996-08-02 20:42:00","1996-08-02 20:42:00",0,NA,"47 46.26 N","127 45.18 W","ODP"
"168","1027","A",47.7569,-127.73,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,"1996-07-14 01:25:00","1996-07-14 01:25:00",0,NA,"47 45.414 N","127 43.8 W","ODP"
"168","1027","B",47.7569,-127.73,NA,577.9,577.9,414.91,71.8,NA,0,62,10,0,52,0,0,"1996-07-14 01:26:00","1996-07-14 01:26:00",0,NA,"47 45.414 N","127 43.8 W","ODP"
"168","1027","C",47.7565,-127.731,NA,47.6,47.6,29.13,61.2,NA,0,5,0,0,0,5,0,"1996-07-14 01:28:00","1996-07-14 01:28:00",0,NA,"47 45.39 N","127 43.86 W","ODP"
"168","1028","A",47.858,-128.504,NA,131.5,131.5,124.91,94.99,NA,0,15,12,0,3,0,0,"1996-08-05 21:53:00","1996-08-05 21:53:00",0,NA,"47 51.48 N","128 30.24 W","ODP"
"168","1029","A",47.8317,-128.376,NA,223,223,202.97,91.02,NA,0,25,12,0,13,0,0,"1996-08-08 08:09:00","1996-08-08 08:09:00",0,NA,"47 49.902 N","128 22.56 W","ODP"
"168","1030","A",47.8975,-128.561,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,"1996-08-10 06:45:00","1996-08-10 06:45:00",0,NA,"47 53.85 N","128 33.66 W","ODP"
"168","1030","B",47.8975,-128.561,NA,48.5,48.5,44.11,90.95,NA,0,6,5,0,1,0,0,"1996-08-10 07:35:00","1996-08-10 07:35:00",0,NA,"47 53.85 N","128 33.66 W","ODP"
"168","1031","A",47.89,-128.566,NA,42.8,42.8,42.56,99.44,NA,0,6,5,0,1,0,0,"1996-08-10 21:19:00","1996-08-10 21:19:00",0,NA,"47 53.4 N","128 33.96 W","ODP"
"168","1032","A",47.7796,-128.122,NA,153.9,153.9,50.86,33.05,NA,0,16,0,0,0,16,0,"1996-08-12 08:31:00","1996-08-12 08:31:00",0,NA,"47 46.776 N","128 7.32 W","ODP"
"169","1033","A",48.59061,-123.503421666667,NA,9.5,9.5,9.09,95.68,NA,0,1,1,0,0,0,0,"1996-08-23 20:44:00","1996-08-23 20:44:00",0,NA,"48 35.4366 N","123 30.2053 W","ODP"
"169","1033","B",48.590655,-123.50334,NA,105,105,106.35,101.29,NA,0,12,12,0,0,0,0,"1996-08-24 07:02:00","1996-08-24 07:02:00",0,NA,"48 35.4393 N","123 30.2004 W","ODP"
"169","1033","C",48.5907483333333,-123.503331666667,NA,72.7,72.7,75.87,104.36,NA,0,8,8,0,0,0,0,"1996-08-24 07:56:00","1996-08-24 07:56:00",0,NA,"48 35.4449 N","123 30.1999 W","ODP"
"169","1033","D",48.5905716666667,-123.503335,NA,69.7,69.7,73.78,105.85,NA,0,8,8,0,0,0,0,"1996-08-24 08:08:00","1996-08-24 08:08:00",0,NA,"48 35.4343 N","123 30.2001 W","ODP"
"169","1034","A",48.6333333333333,-123.499995,NA,9.5,9.5,10.05,105.79,NA,0,1,1,0,0,0,0,"1996-08-24 08:28:00","1996-08-24 08:28:00",0,NA,"48 38 N","123 29.9997 W","ODP"
"169","1034","B",48.63334,-123.499991666667,NA,118.2,118.2,117.22,99.17,NA,0,13,13,0,0,0,0,"1996-08-24 08:32:00","1996-08-24 08:32:00",0,NA,"48 38.0004 N","123 29.9995 W","ODP"
"169","1034","C",48.6334166666667,-123.499988333333,NA,103,103,97.38,94.54,NA,0,11,11,0,0,0,0,"1996-08-24 08:48:00","1996-08-24 08:48:00",0,NA,"48 38.005 N","123 29.9993 W","ODP"
"169","1034","D",48.6332666666667,-123.499988333333,NA,100.7,100.7,103.77,103.05,NA,0,11,11,0,0,0,0,"1996-08-24 09:03:00","1996-08-24 09:03:00",0,NA,"48 37.996 N","123 29.9993 W","ODP"
"169","1034","E",48.6332833333333,-123.499931666667,NA,89.5,89.5,92.48,103.33,NA,0,10,10,0,0,0,0,"1996-08-24 09:31:00","1996-08-24 09:31:00",0,NA,"48 37.997 N","123 29.9959 W","ODP"
"169","1035","A",48.4336733333333,-128.682031666667,NA,170.8,170.8,119.47,69.95,NA,0,19,6,0,13,0,0,"1996-09-08 12:37:00","1996-09-08 12:37:00",0,NA,"48 26.0204 N","128 40.9219 W","ODP"
"169","1035","B",48.433205,-128.681025,NA,0,0,0.01,92233720368547696,NA,0,1,0,0,0,0,1,"1996-09-12 04:13:00","1996-09-12 04:13:00",0,NA,"48 25.9923 N","128 40.8615 W","ODP"
"169","1035","C",48.433195,-128.681025,NA,44,44,2.09,4.75,NA,0,5,0,0,5,0,0,"1996-09-12 20:19:00","1996-09-12 20:19:00",0,NA,"48 25.9917 N","128 40.8615 W","ODP"
"169","1035","D",48.43368,-128.679975,NA,176.9,176.9,51.37,29.04,NA,0,24,5,0,18,0,1,"1996-09-13 08:03:00","1996-09-13 08:03:00",0,NA,"48 26.0208 N","128 40.7985 W","ODP"
"169","1035","E",48.4327616666667,-128.680925,NA,45.5,45.5,47.72,104.88,NA,0,5,5,0,0,0,0,"1996-09-15 08:17:00","1996-09-15 08:17:00",0,NA,"48 25.9657 N","128 40.8555 W","ODP"
"169","1035","F",48.4331216666667,-128.681011666667,NA,224.8,224.8,22.55,10.03,NA,0,23,0,0,0,23,0,"1996-09-17 22:16:00","1996-09-17 22:16:00",0,NA,"48 25.9873 N","128 40.8607 W","ODP"
"169","1035","G",48.4337366666667,-128.6819,NA,106.5,106.5,16.63,15.62,NA,0,11,0,0,0,11,2,"1996-09-19 18:57:00","1996-09-19 18:57:00",0,NA,"48 26.0242 N","128 40.914 W","ODP"
"169","1035","H",48.430535,-128.681846666667,NA,247.9,247.9,33.25,13.41,NA,0,27,0,0,0,27,0,"1996-09-20 20:57:00","1996-09-20 20:57:00",0,NA,"48 25.8321 N","128 40.9108 W","ODP"
"169","1036","A",48.4561716666667,-128.709748333333,NA,38.5,38.5,34.79,90.36,NA,0,6,4,0,2,0,0,"1996-09-16 03:40:00","1996-09-16 03:40:00",0,NA,"48 27.3703 N","128 42.5849 W","ODP"
"169","1036","B",48.4564,-128.710115,NA,52.3,52.3,46.72,89.33,NA,0,6,3,0,3,0,0,"1996-09-16 14:38:00","1996-09-16 14:38:00",0,NA,"48 27.384 N","128 42.6069 W","ODP"
"169","1036","C",48.4566366666667,-128.710515,NA,54.2,54.2,46.87,86.48,NA,0,6,4,0,2,0,0,"1996-09-17 01:35:00","1996-09-17 01:35:00",0,NA,"48 27.3982 N","128 42.6309 W","ODP"
"169","1037","A",40.954945,-127.515155,NA,9.5,9.5,9.79,103.05,NA,0,1,1,0,0,0,0,"1996-09-25 14:28:00","1996-09-25 14:28:00",0,NA,"40 57.2967 N","127 30.9093 W","ODP"
"169","1037","B",40.9549866666667,-127.515006666667,NA,546,546,426.95,78.2,NA,0,62,19,0,36,7,0,"1996-09-25 15:36:00","1996-09-25 15:36:00",0,NA,"40 57.2992 N","127 30.9004 W","ODP"
"169","1038","A",41.0002716666667,-127.494301666667,NA,114.5,114.5,2.65,2.31,NA,0,12,0,0,0,12,0,"1996-10-03 08:55:00","1996-10-03 08:55:00",0,NA,"41 .0163 N","127 29.6581 W","ODP"
"169","1038","B",41.0004116666667,-127.497845,NA,120.5,120.5,13.8,11.45,NA,0,13,0,0,0,13,0,"1996-10-04 05:59:00","1996-10-04 05:59:00",0,NA,"41 .0247 N","127 29.8707 W","ODP"
"169","1038","C",41.0030266666667,-127.493395,NA,41.8,41.8,3.16,7.56,NA,0,4,0,0,0,4,0,"1996-10-05 00:54:00","1996-10-05 00:54:00",0,NA,"41 .1816 N","127 29.6037 W","ODP"
"169","1038","D",41.0024016666667,-127.493576666667,NA,43.8,43.8,3.23,7.37,NA,0,4,0,0,0,4,0,"1996-10-05 14:02:00","1996-10-05 14:02:00",0,NA,"41 .1441 N","127 29.6146 W","ODP"
"169","1038","E",41.00002,-127.494105,NA,40.6,40.6,2.41,5.94,NA,0,4,0,0,0,4,0,"1996-10-05 23:40:00","1996-10-05 23:40:00",0,NA,"41 .0012 N","127 29.6463 W","ODP"
"169","1038","F",40.9955066666667,-127.488128333333,NA,38.4,38.4,6.62,17.24,NA,0,4,0,0,0,4,0,"1996-10-06 07:24:00","1996-10-06 07:24:00",0,NA,"40 59.7304 N","127 29.2877 W","ODP"
"169","1038","G",40.995425,-127.488108333333,NA,147,147,44.88,30.53,NA,0,16,3,0,13,0,0,"1996-10-07 06:55:00","1996-10-07 06:55:00",0,NA,"40 59.7255 N","127 29.2865 W","ODP"
"169","1038","H",41.00009,-127.494221666667,NA,192.8,192.8,30,15.56,NA,0,20,0,0,20,0,0,"1996-10-08 17:33:00","1996-10-08 17:33:00",0,NA,"41 .0054 N","127 29.6533 W","ODP"
"169","1038","I",40.9980516666667,-127.492731666667,NA,404,404,191.13,47.31,NA,0,43,5,0,38,0,0,"1996-10-09 22:36:00","1996-10-09 22:36:00",0,NA,"40 59.8831 N","127 29.5639 W","ODP"
"169","856","H",48.4336666666667,-128.680983333333,NA,406.2,406.2,49.11,12.09,NA,0,47,0,0,0,47,1,"1996-08-24 20:30:00","1996-08-24 20:30:00",0,NA,"48 26.02 N","128 40.859 W","ODP"
"169","857","D",48.44195,-128.71085,NA,929,NA,NA,0,929,1,0,0,0,0,0,0,"1996-09-10 00:48:00","1996-09-10 00:48:00",0,NA,"48 26.517 N","128 42.651 W","ODP"
"169","858","G",48.456,-128.70885,NA,0,NA,NA,0,NA,0,0,0,0,0,0,3,"1996-09-04 18:02:00","1996-09-04 18:02:00",0,NA,"48 27.36 N","128 42.531 W","ODP"
"170","1039","A",9.6399,-86.2001,NA,28,28,28.91,103.25,NA,0,3,3,0,0,0,0,"1996-11-01 17:06:00","1996-11-01 17:06:00",0,NA,"9 38.394 N","86 12.006 W","ODP"
"170","1039","B",9.64,-86.2,NA,384.3,384.3,382.46,99.52,NA,0,42,11,0,31,0,0,"1996-11-02 09:41:00","1996-11-02 09:41:00",0,NA,"9 38.4 N","86 12 W","ODP"
"170","1039","C",9.6397,-86.2,NA,85.6,85.6,37.65,43.98,NA,0,11,0,0,0,11,0,"1996-11-08 11:11:00","1996-11-08 11:11:00",0,NA,"9 38.382 N","86 12 W","ODP"
"170","1039","D",9.6395,-86.2,NA,407,NA,NA,0,407,1,0,0,0,0,0,0,"1996-11-19 04:14:00","1996-11-19 04:14:00",0,NA,"9 38.37 N","86 12 W","ODP"
"170","1040","A",9.6617,-86.1791,NA,9.5,9.5,9.58,100.84,NA,0,1,1,0,0,0,0,"1996-11-05 10:37:00","1996-11-05 10:37:00",0,NA,"9 39.702 N","86 10.746 W","ODP"
"170","1040","B",9.6617,-86.1791,NA,190.2,190.2,127.92,67.26,NA,0,22,2,0,20,0,0,"1996-11-05 22:09:00","1996-11-05 22:09:00",0,NA,"9 39.702 N","86 10.746 W","ODP"
"170","1040","C",9.6616,-86.1789,NA,505.7,505.7,377.28,74.61,NA,0,53,0,0,0,53,0,"1996-11-11 09:55:00","1996-11-11 09:55:00",0,NA,"9 39.696 N","86 10.734 W","ODP"
"170","1040","D",9.6619,-86.1793,NA,337.5,NA,NA,0,337.5,1,0,0,0,0,0,0,"1996-11-20 05:11:00","1996-11-20 05:11:00",0,NA,"9 39.714 N","86 10.758 W","ODP"
"170","1040","E",9.6621,-86.1792,NA,318.4,NA,NA,0,318.4,1,0,0,0,0,0,0,"1996-11-23 10:25:00","1996-11-23 10:25:00",0,NA,"9 39.726 N","86 10.752 W","ODP"
"170","1041","A",9.7337,-86.1165,NA,155.1,155.1,114.32,73.71,NA,0,18,2,0,16,0,0,"1996-11-25 02:50:00","1996-11-25 02:50:00",0,NA,"9 44.022 N","86 6.99 W","ODP"
"170","1041","B",9.7337,-86.1163,NA,240.6,240.6,132.97,55.27,NA,0,25,0,0,0,25,0,"1996-11-27 11:51:00","1996-11-27 11:51:00",0,NA,"9 44.022 N","86 6.978 W","ODP"
"170","1041","C",9.7331,-86.1157,NA,28.8,28.8,6.85,23.78,NA,0,3,0,0,0,3,0,"1996-11-30 08:29:00","1996-11-30 08:29:00",0,NA,"9 43.986 N","86 6.942 W","ODP"
"170","1042","A",9.6558,-86.1126,NA,66.7,66.7,12.85,19.27,NA,0,7,0,0,0,7,0,"1996-12-02 01:02:00","1996-12-02 01:02:00",0,NA,"9 39.348 N","86 6.756 W","ODP"
"170","1042","B",9.6555,-86.1123,NA,74.8,74.8,8.89,11.89,NA,0,8,0,0,0,8,0,"1996-12-05 08:08:00","1996-12-05 08:08:00",0,NA,"9 39.33 N","86 6.738 W","ODP"
"170","1042","C",9.6552,-86.112,NA,297.6,NA,NA,0,297.6,1,0,0,0,0,0,0,"1996-12-13 11:28:00","1996-12-13 11:28:00",0,NA,"9 39.312 N","86 6.72 W","ODP"
"170","1043","A",9.6545,-86.186,NA,282.3,282.3,224.07,79.37,NA,0,30,3,0,27,0,0,"1996-12-08 20:33:00","1996-12-08 20:33:00",0,NA,"9 39.27 N","86 11.16 W","ODP"
"170","1043","B",9.6543,-86.1857,NA,482.3,NA,NA,0,482.3,1,0,0,0,0,0,0,"1996-12-12 06:40:00","1996-12-12 06:40:00",0,NA,"9 39.258 N","86 11.142 W","ODP"
"171","1044","A",15.5398666666667,-58.6412833333333,NA,685,NA,NA,0,685,1,0,0,0,0,0,0,"1996-12-29 16:58:00","1996-12-29 16:58:00",0,NA,"15 32.392 N","58 38.477 W","ODP"
"171","1045","A",15.53735,-58.7237,NA,486,NA,NA,0,486,1,0,0,0,0,0,0,"1997-01-04 14:35:00","1997-01-04 14:35:00",0,NA,"15 32.241 N","58 43.422 W","ODP"
"171","1046","A",15.5365166666667,-58.7143,NA,832,NA,NA,0,832,1,0,0,0,0,0,0,"1997-01-07 19:37:00","1997-01-07 19:37:00",0,NA,"15 32.191 N","58 42.858 W","ODP"
"171","1047","A",15.5305666666667,-58.7031833333333,NA,633,NA,NA,0,633,1,0,0,0,0,0,0,"1997-01-07 19:42:00","1997-01-07 19:42:00",0,NA,"15 31.834 N","58 42.191 W","ODP"
"171","1048","A",15.5338,-58.6763333333333,NA,337,NA,NA,0,337,1,0,0,0,0,0,0,"1997-01-07 19:47:00","1997-01-07 19:47:00",0,NA,"15 32.028 N","58 40.58 W","ODP"
"171","1049","A",30.1424,-76.1121833333333,NA,191.9,191.9,104.32,54.36,NA,0,23,7,0,16,0,0,"1997-01-13 22:44:00","1997-01-13 22:44:00",0,NA,"30 8.544 N","76 6.731 W","ODP"
"171","1049","B",30.1423666666667,-76.1121,NA,156.9,110.7,81.63,73.74,46.2,2,12,6,0,6,0,0,"1997-01-14 02:01:00","1997-01-14 02:01:00",0,NA,"30 8.542 N","76 6.726 W","ODP"
"171","1049","C",30.1422833333333,-76.1121166666667,NA,158.5,111.5,88.86,79.7,47,2,13,6,0,7,0,0,"1997-01-16 04:24:00","1997-01-16 04:24:00",0,NA,"30 8.537 N","76 6.727 W","ODP"
"171","1050","A",30.0999666666667,-76.2350166666667,NA,319.9,319.9,293.7,91.81,NA,0,36,9,0,27,0,0,"1997-01-17 11:24:00","1997-01-17 11:24:00",0,NA,"30 5.998 N","76 14.101 W","ODP"
"171","1050","B",30.0999666666667,-76.2349166666667,NA,240,240,219.44,91.43,NA,0,27,8,0,19,0,0,"1997-01-20 03:59:00","1997-01-20 03:59:00",0,NA,"30 5.998 N","76 14.095 W","ODP"
"171","1050","C",30.0999166666667,-76.2349833333333,NA,606,288.5,200.19,69.39,317.5,1,31,0,0,0,31,0,"1997-02-09 05:16:00","1997-02-09 05:16:00",0,NA,"30 5.995 N","76 14.099 W","ODP"
"171","1051","A",30.0529,-76.3576333333333,NA,644.6,636.3,599.89,94.28,8.3,1,73,15,0,58,0,0,"1997-01-22 02:33:00","1997-01-22 02:33:00",0,NA,"30 3.174 N","76 21.458 W","ODP"
"171","1051","B",30.0531,-76.35785,NA,526.6,524.6,508.18,96.87,2,1,61,14,0,47,0,0,"1997-01-27 07:15:00","1997-01-27 07:15:00",0,NA,"30 3.186 N","76 21.471 W","ODP"
"171","1052","A",29.9515,-76.6266,NA,174.5,174.5,159.63,91.48,NA,0,21,13,0,8,0,0,"1997-01-30 21:16:00","1997-01-30 21:16:00",0,NA,"29 57.09 N","76 37.596 W","ODP"
"171","1052","B",29.9513166666667,-76.6268166666667,NA,119.5,119.5,115.65,96.78,NA,0,14,13,0,1,0,0,"1997-01-31 17:03:00","1997-01-31 17:03:00",0,NA,"29 57.079 N","76 37.609 W","ODP"
"171","1052","C",29.9513166666667,-76.6268333333333,NA,19,19,19.91,104.79,NA,0,2,2,0,0,0,0,"1997-02-01 01:04:00","1997-02-01 01:04:00",0,NA,"29 57.079 N","76 37.61 W","ODP"
"171","1052","D",29.9512833333333,-76.6268666666667,NA,19,19,19.41,102.16,NA,0,2,2,0,0,0,0,"1997-02-01 03:04:00","1997-02-01 03:04:00",0,NA,"29 57.077 N","76 37.612 W","ODP"
"171","1052","E",29.9513166666667,-76.6268166666667,NA,684.6,544.6,327.9,60.21,140,1,58,0,0,0,58,0,"1997-02-01 11:09:00","1997-02-01 11:09:00",0,NA,"29 57.079 N","76 37.609 W","ODP"
"171","1052","F",29.9513166666667,-76.6268166666667,NA,128.5,128.5,129.12,100.48,NA,0,14,14,0,0,0,0,"1997-02-06 14:14:00","1997-02-06 14:14:00",0,NA,"29 57.079 N","76 37.609 W","ODP"
"171","1053","A",29.9923,-76.52355,NA,183.2,183.2,189.5,103.44,NA,0,20,15,0,5,0,0,"1997-02-07 03:49:00","1997-02-07 03:49:00",0,NA,"29 59.538 N","76 31.413 W","ODP"
"171","1053","B",29.9923166666667,-76.5235666666667,NA,182.4,182.4,170.11,93.26,NA,0,20,14,0,6,0,0,"1997-02-07 23:10:00","1997-02-07 23:10:00",0,NA,"29 59.539 N","76 31.414 W","ODP"
"172","1054","A",33,-76.2833333333333,NA,200,200,182.55,91.28,NA,0,22,11,0,11,0,0,"1997-02-16 16:23:00","1997-02-16 16:23:00",0,NA,"33 0 N","76 17 W","ODP"
"172","1054","B",32.99975,-76.2833333333333,NA,103.2,103.2,106.29,102.99,NA,0,12,12,0,0,0,0,"1997-02-21 01:01:00","1997-02-21 01:01:00",0,NA,"32 59.985 N","76 17 W","ODP"
"172","1054","C",32.9994666666667,-76.2833333333333,NA,101.9,101.9,104.55,102.6,NA,0,13,13,0,0,0,0,"1997-02-21 09:39:00","1997-02-21 09:39:00",0,NA,"32 59.968 N","76 17 W","ODP"
"172","1055","A",32.7840333333333,-76.2861666666667,NA,9.5,9.5,9.82,103.37,NA,0,1,1,0,0,0,0,"1997-02-22 00:05:00","1997-02-22 00:05:00",0,NA,"32 47.042 N","76 17.17 W","ODP"
"172","1055","B",32.7840166666667,-76.2863166666667,NA,128,128,137.99,107.8,NA,0,14,14,0,0,0,0,"1997-02-22 05:50:00","1997-02-22 05:50:00",0,NA,"32 47.041 N","76 17.179 W","ODP"
"172","1055","C",32.7842666666667,-76.2863333333333,NA,120.8,120.8,126.1,104.39,NA,0,14,14,0,0,0,0,"1997-02-22 14:14:00","1997-02-22 14:14:00",0,NA,"32 47.056 N","76 17.18 W","ODP"
"172","1055","D",32.7845166666667,-76.2863166666667,NA,129.1,129.1,136.99,106.11,NA,0,14,14,0,0,0,0,"1997-02-23 00:01:00","1997-02-23 00:01:00",0,NA,"32 47.071 N","76 17.179 W","ODP"
"172","1055","E",32.7848833333333,-76.2863333333333,NA,18,18,18.48,102.67,NA,0,2,2,0,0,0,0,"1997-02-23 10:33:00","1997-02-23 10:33:00",0,NA,"32 47.093 N","76 17.18 W","ODP"
"172","1056","A",32.485,-76.33005,NA,9.5,9.5,9.98,105.05,NA,0,1,1,0,0,0,0,"1997-02-24 02:44:00","1997-02-24 02:44:00",0,NA,"32 29.1 N","76 19.803 W","ODP"
"172","1056","B",32.4850333333333,-76.3299833333333,NA,155.6,155.6,171.81,110.42,NA,0,17,17,0,0,0,0,"1997-02-24 09:02:00","1997-02-24 09:02:00",0,NA,"32 29.102 N","76 19.799 W","ODP"
"172","1056","C",32.4851833333333,-76.3301833333333,NA,154.8,154.8,166.25,107.4,NA,0,17,17,0,0,0,0,"1997-02-24 20:13:00","1997-02-24 20:13:00",0,NA,"32 29.111 N","76 19.811 W","ODP"
"172","1056","D",32.4853666666667,-76.3304166666667,NA,121.8,121.8,132.46,108.75,NA,0,13,13,0,0,0,0,"1997-02-25 08:43:00","1997-02-25 08:43:00",0,NA,"32 29.122 N","76 19.825 W","ODP"
"172","1057","A",32.0291833333333,-76.0792166666667,NA,131,131,141.67,108.15,NA,0,14,14,0,0,0,0,"1997-02-26 01:32:00","1997-02-26 01:32:00",0,NA,"32 1.751 N","76 4.753 W","ODP"
"172","1057","B",32.0288666666667,-76.0792333333333,NA,136.7,136.7,145.08,106.13,NA,0,15,15,0,0,0,0,"1997-02-26 20:34:00","1997-02-26 20:34:00",0,NA,"32 1.732 N","76 4.754 W","ODP"
"172","1057","C",32.0285666666667,-76.07925,NA,73.5,73.5,77.46,105.39,NA,0,8,8,0,0,0,0,"1997-02-27 06:56:00","1997-02-27 06:56:00",0,NA,"32 1.714 N","76 4.755 W","ODP"
"172","1058","A",31.69025,-75.4300833333333,NA,152,152,164.56,108.26,NA,0,16,16,0,0,0,0,"1997-02-28 01:36:00","1997-02-28 01:36:00",0,NA,"31 41.415 N","75 25.805 W","ODP"
"172","1058","B",31.6900333333333,-75.4300666666667,NA,158,158,166,105.06,NA,0,17,17,0,0,0,0,"1997-02-28 21:43:00","1997-02-28 21:43:00",0,NA,"31 41.402 N","75 25.804 W","ODP"
"172","1058","C",31.6897666666667,-75.4300166666667,NA,164,164,173.81,105.98,NA,0,18,18,0,0,0,0,"1997-03-01 10:56:00","1997-03-01 10:56:00",0,NA,"31 41.386 N","75 25.801 W","ODP"
"172","1059","A",31.67435,-75.4187833333333,NA,98.8,98.8,105.49,106.77,NA,0,11,11,0,0,0,0,"1997-03-04 09:19:00","1997-03-04 09:19:00",0,NA,"31 40.461 N","75 25.127 W","ODP"
"172","1059","B",31.6742166666667,-75.4185333333333,NA,92.2,92.2,95.91,104.02,NA,0,10,10,0,0,0,0,"1997-03-04 19:39:00","1997-03-04 19:39:00",0,NA,"31 40.453 N","75 25.112 W","ODP"
"172","1059","C",31.6740333333333,-75.4183,NA,95,95,100.54,105.83,NA,0,10,10,0,0,0,0,"1997-03-05 06:13:00","1997-03-05 06:13:00",0,NA,"31 40.442 N","75 25.098 W","ODP"
"172","1060","A",30.75995,-74.4665,NA,170.1,170.1,177.74,104.49,NA,0,18,18,0,0,0,0,"1997-03-06 09:01:00","1997-03-06 09:01:00",0,NA,"30 45.597 N","74 27.99 W","ODP"
"172","1060","B",30.75975,-74.4664833333333,NA,129.9,129.9,134.23,103.33,NA,0,14,14,0,0,0,0,"1997-03-07 02:46:00","1997-03-07 02:46:00",0,NA,"30 45.585 N","74 27.989 W","ODP"
"172","1060","C",30.7594666666667,-74.4665,NA,126.5,126.5,130.78,103.38,NA,0,14,14,0,0,0,0,"1997-03-07 14:55:00","1997-03-07 14:55:00",0,NA,"30 45.568 N","74 27.99 W","ODP"
"172","1061","A",29.9749666666667,-73.5998833333333,NA,350.3,350.3,298.2,85.13,NA,0,37,16,0,21,0,0,"1997-03-09 01:13:00","1997-03-09 01:13:00",0,NA,"29 58.498 N","73 35.993 W","ODP"
"172","1061","B",29.9752833333333,-73.59985,NA,9.5,9.5,9.82,103.37,NA,0,1,1,0,0,0,0,"1997-03-11 18:14:00","1997-03-11 18:14:00",0,NA,"29 58.517 N","73 35.991 W","ODP"
